అలాగే	RB	O	O
72	QC	B-MISC	B-MISC
గ్రామాల్లో	NN	O	O
పారిశుధ్య	NN	O	O
కార్యక్రమాలు	NN	O	O
చేపట్టామన్నారు	VM	O	O
.	SYM	O	O

ముఖ్యమైన	JJ	O	O
అరబ్‌	NN	O	O
దేశాలప్రతినిధులతో	NN	O	O
చర్చలు	NN	O	O
జరపడానికి	VM	O	O
అమెరికా	NNP	B-LOC	B-LOC
విదేశాంగ	NN	O	O
మంత్రి	NN	O	O
జాన్‌	NNP	B-PERSON	B-PERSON
కెర్రీ	NNP	I-PERSON	I-PERSON
సౌదీ	NNP	B-LOC	I-PERSON
అరేబియా	NNP	I-LOC	I-PERSON
వెళ్లారు	VM	O	O
.	SYM	O	O

ఇందుకోసం	PRP	O	O
గూగుల్	NNP	B-ORG	B-LOC
ప్లేస్టోర్	NN	O	O
నుండి	PSP	O	O
జివోవో	VM	O	O
.	SYM	O	O

దళిత	NN	O	O
నేతగా	RB	O	O
అద్భుతంగా	RB	O	O
దళితుల	NN	O	O
కోసం	PSP	O	O
పని	NN	O	O
చేశారని	VM	O	O
,	SYM	O	O
ఆయన	PRP	O	O
ఎవరెస్టు	WQ	O	O
శిఖరం	NN	O	O
అంత	QF	O	O
ఎతైనవాడని	VM	O	O
కొనియారు	VM	O	O
.	SYM	O	O

గతంలో	NN	O	O
లాలూ	NNP	B-PERSON	B-LOC
దాణా	NN	O	O
కుంభకోణంలో	NN	O	O
ఇరుక్కున్నప్పుడు	VM	O	O
ఆయన	PRP	O	O
లోక్‌	NN	O	O
సభ	NN	O	O
సభ్యత్వాన్ని	NN	O	O
రక్షించేందుకు	VM	O	O
యుపిఏ	NNP	B-ORG	B-LOC
సంకీర్ణ	NN	O	O
ప్రభుత్వం	NN	O	O
చేసిన	VM	O	O
ప్రయత్నానికి	NN	O	O
రాహుల్	NNP	B-PERSON	B-PERSON
గాంధీ	NNP	I-PERSON	I-PERSON
గండికొట్టారని	NN	O	O
వార్తలొచ్చాయి	VM	O	O
.	SYM	O	O

మోదీతో	NNP	B-PERSON	B-LOC
జరిగిన	VM	O	O
చర్చల	NN	O	O
ఫలితాల	NN	O	O
పట్ల	NN	O	O
మెర్కెల్	NNP	B-MISC	B-PERSON
సంతృప్తి	NN	O	O
వ్యక్తం	NN	O	O
చేశారు	VM	O	O
.	SYM	O	O

పాలనా	NN	O	O
నాణ్యత	NN	O	O
,	SYM	O	O
వనరుల	NN	O	O
తరలింపు	NN	O	O
వాటితో	PRP	O	O
రోడ్లు	NN	O	O
,	SYM	O	O
నీటి	NN	O	O
సరఫరా	NN	O	O
,	SYM	O	O
ఆహారభద్రత	NN	O	O
,	SYM	O	O
విద్యుత్	NN	O	O
,	SYM	O	O
వైద్య	NN	O	O
సంరక్షణ	NN	O	O
,	SYM	O	O
విద్య	NN	O	O
వంటి	JJ	O	O
ప్రజోపయోగ	NN	O	O
సేవలు	NN	O	O
ఏ	WQ	O	O
మేరకు	NN	O	O
అందుతున్నాయా	VM	O	O
అన్న	UT	O	O
ఆర్థిక	NN	O	O
రాజకీయ	NN	O	O
పరిగణనకు	NN	O	O
ప్రజలు	NN	O	O
ప్రాధాన్యత	NN	O	O
ఇస్తున్నట్లు	VM	O	O
కనబడుతోంది	VM	O	O
.	SYM	O	O

కాంస్య	NN	O	O
పతకాన్ని	NN	O	O
సాధించిన	VM	O	O
బ్రిటన్	NNP	B-LOC	B-LOC
2	QC	B-MISC	B-MISC
నిమిషాల	NN	I-MISC	I-MISC
58.51	QC	B-MISC	B-MISC
సెకన్లలో	NN	I-MISC	I-MISC
గమ్యాన్ని	NN	O	O
చేరింది	VM	O	O
.	SYM	O	O

మాట్లాడే	VM	O	O
భాషకూ	NN	O	O
,	SYM	O	O
రాసే	VM	O	O
భాషకూ	NN	O	O
ఒకప్పుడు	NST	O	O
అంతరం	NN	O	O
వుండేది	VM	O	O
.	SYM	O	O

తెలుపు	NN	O	O
రంగు	NN	O	O
రేషన్	NN	O	O
కార్డు	NN	O	O
,	SYM	O	O
ఆధార్	NNP	O	B-LOC
,	SYM	O	O
బ్యాంక్	NN	O	O
ఖాతా	NN	O	O
సంఖ్యతో	NN	O	O
సహా	RP	O	O
అధికారులను	NN	O	O
సంప్రదిస్తే	VM	O	O
సదరు	NN	O	O
కుటుంబం	NN	O	O
వివరాలను	NN	O	O
ఆన్	NN	O	O
లైన్	NN	O	O
లో	PSP	O	O
నమోదు	VM	O	O
చేస్తారు	VM	O	O
.	SYM	O	O

ఇకపోతే	VM	O	O
ఈ	DEM	O	O
ఏడాది	NN	B-MISC	B-MISC
మొదలు	NN	O	O
ఇప్పటిదాకా	NST	O	O
దేశీయ	NN	O	O
స్టాక్	NN	O	O
మార్కెట్లలోకి	NN	O	O
27463	QC	B-MISC	B-MISC
కోట్ల	QC	I-MISC	I-MISC
రూపాయల	NNP	I-MISC	I-MISC
పెట్టుబడులను	NNP	O	B-LOC
తెచ్చిన	VM	O	O
ఎఫ్	NNP	B-ORG	B-ORG
పిఐలు	NN	I-ORG	I-ORG
రుణమార్కెట్లలోకి	NN	O	O
38732	QC	B-MISC	B-MISC
కోట్ల	QC	I-MISC	I-MISC
రూపాయల	NN	I-MISC	I-MISC
పెట్టుబడులను	NN	O	O
తీసుకొచ్చారు	VM	O	O
.	SYM	O	O

కడప	NNP	B-LOC	B-LOC
,	SYM	O	O
అక్టోబర్	NN	B-MISC	B-MISC
5	QC	I-MISC	I-MISC
:	SYM	O	O
అంతర్జాతీయ	NN	O	O
స్మగ్లర్లకు	NN	O	O
ఎర్రచందనం	NN	O	O
చేరవేసే	VM	O	O
కడప	NNP	B-LOC	B-LOC
జిల్లాకు	NN	O	O
చెందిన	VM	O	O
ఇద్దరు	NN	B-MISC	B-MISC
అంతర్	NN	O	O
రాష్ట్ర	NN	O	O
ఎర్రచందనం	NN	O	O
స్మగ్లర్లను	NN	O	O
సోమవారం	NN	B-MISC	B-MISC
అరెస్టు	NN	O	O
చేసినట్లు	VM	O	O
ఓఎస్	NN	O	O
డి	NN	O	O
(	SYM	O	O
ఆపరేషన్	NN	O	O
)	SYM	O	O
రాహుల్	NNP	B-PERSON	B-PERSON
దేవ్	NNP	I-PERSON	I-PERSON
శర్మ	NNP	I-PERSON	I-PERSON
తెలిపారు	VM	O	O
.	SYM	O	O

ఈసారి	NST	O	O
పన్ను	NN	O	O
వసూళ్లకు	NN	O	O
సంబంధించిన	VM	O	O
లక్ష్యంలో	NN	O	O
5–7	QC	B-MISC	B-MISC
శాతం	NN	I-MISC	I-MISC
తక్కువగా	RB	O	O
వసూళ్లు	NN	O	O
జరగవచ్చని	VM	O	O
కేంద్ర	NN	O	O
ప్రభుత్వం	NN	O	O
సోమవారం	NN	B-MISC	B-MISC
అభిప్రాయపడింది	VM	O	O
.	SYM	O	O

కార్డుల	NN	O	O
జారీకి	NN	O	O
మూడు	QC	B-MISC	B-MISC
నెలల	NN	I-MISC	I-MISC
సమయం	NN	O	O
.	SYM	O	O

ఆ	DEM	O	O
రోజున	NN	O	O
జాగరణానికి	VM	O	O
విశేషమైన	JJ	O	O
ప్రాధాన్యం	NN	O	O
ఉంది	VM	O	O
.	SYM	O	O

చిగురుమామిడి	NNP	B-LOC	B-LOC
,	SYM	O	O
అక్టోబర్	NN	B-MISC	B-MISC
4	QC	I-MISC	I-MISC
:	SYM	O	O
కరీంనగర్	NNP	B-LOC	B-LOC
జిల్లా	NN	O	O
చిగురుమామిడి	NNP	B-LOC	B-LOC
మండలంలోని	NN	O	O
ముల్కనూర్	NNP	B-LOC	B-LOC
గ్రామాన్ని	NN	O	O
సిఎం	NN	O	O
దత్తత	NN	O	O
తీసుకుని	VM	O	O
రెండు	QC	B-MISC	B-MISC
దఫాలుగా	RB	O	I-MISC
పర్యటించి	VM	O	O
గ్రామాన్ని	NN	O	O
రాష్ట్రంలో	NN	O	O
ఆదర్శ	NN	O	O
గ్రామంగా	RB	O	O
కార్పొరేట్	NN	O	O
స్థాయి	NN	O	O
టెక్నాలజీ	NNP	O	B-PERSON
,	SYM	O	O
అధునాతమైన	JJ	O	O
హంగులతో	NN	O	O
తీర్చిదిద్దుతానన్న	VM	O	O
హామీ	NN	O	O
అటకెక్కింది	VM	O	O
.	SYM	O	O

ప్రోమోస్	NN	O	O
లో	PSP	O	O
వేస్తున్న	VM	O	O
విక్రమ్	NNP	B-PERSON	B-PERSON
కథ	NN	O	O
చెప్పే	VM	O	O
పాటలో	NN	O	O
గ్రాఫిక్స్	NN	O	O
బాగున్నాయి	VM	O	O
.	SYM	O	O

కుల	NN	O	O
రాజకీయాలకు	NN	O	O
కేంద్రమైన	JJ	O	O
బిహార్	NNP	B-LOC	B-LOC
లో	PSP	O	O
బహుముఖ	NN	O	O
